,country,year,life_expectancy
105288,West Germany,1934,
105289,Western Sahara,1934,
105290,Vietnam,1934,
105291,Virgin Islands (U.S.),1934,
105292,North Yemen (former),1934,
105293,South Yemen (former),1934,
105294,Yemen,1934,
105295,Yugoslavia,1934,
105296,Zambia,1934,
105297,Zimbabwe,1934,
105298,Åland,1934,
105299,South Sudan,1934,
105300,Abkhazia,1935,
105301,Afghanistan,1935,
105302,Akrotiri and Dhekelia,1935,
105303,Albania,1935,
105304,Algeria,1935,
105305,American Samoa,1935,
105306,Andorra,1935,
105307,Angola,1935,
105308,Anguilla,1935,
105309,Antigua and Barbuda,1935,
105310,Argentina,1935,
105311,Armenia,1935,
105312,Aruba,1935,
105313,Australia,1935,
105314,Austria,1935,
105315,Azerbaijan,1935,
105316,Bahamas,1935,
105317,Bahrain,1935,
105318,Bangladesh,1935,
105319,Barbados,1935,
105320,Belarus,1935,
105321,Belgium,1935,
105322,Belize,1935,
105323,Benin,1935,
105324,Bermuda,1935,
105325,Bhutan,1935,
105326,Bolivia,1935,
105327,Bosnia and Herzegovina,1935,
105328,Botswana,1935,
105329,Brazil,1935,
105330,British Virgin Islands,1935,
105331,Brunei,1935,
105332,Bulgaria,1935,
105333,Burkina Faso,1935,
105334,Burundi,1935,
105335,Cambodia,1935,
105336,Cameroon,1935,
105337,Canada,1935,
105338,Cape Verde,1935,
105339,Cayman Islands,1935,
105340,Central African Republic,1935,
105341,Chad,1935,
105342,Channel Islands,1935,
105343,Chile,1935,
105344,China,1935,
105345,Christmas Island,1935,
105346,Cocos Island,1935,
105347,Colombia,1935,
105348,Comoros,1935,
105349,"Congo, Dem. Rep.",1935,
105350,"Congo, Rep.",1935,
105351,Cook Is,1935,
105352,Costa Rica,1935,
105353,Cote d'Ivoire,1935,
105354,Croatia,1935,
105355,Cuba,1935,
105356,Cyprus,1935,
105357,Czech Republic,1935,
105358,Czechoslovakia,1935,
105359,Denmark,1935,
105360,Djibouti,1935,
105361,Dominica,1935,
105362,Dominican Republic,1935,
105363,East Germany,1935,
105364,Ecuador,1935,
105365,Egypt,1935,
105366,El Salvador,1935,
105367,Equatorial Guinea,1935,
105368,Eritrea,1935,
105369,Eritrea and Ethiopia,1935,
105370,Estonia,1935,
105371,Ethiopia,1935,
105372,Faeroe Islands,1935,
105373,Falkland Is (Malvinas),1935,
105374,Fiji,1935,
105375,Finland,1935,
105376,France,1935,
105377,French Guiana,1935,
105378,French Polynesia,1935,
105379,Gabon,1935,
105380,Gambia,1935,
105381,Georgia,1935,
105382,Germany,1935,
105383,Ghana,1935,
105384,Gibraltar,1935,
105385,Greece,1935,
105386,Greenland,1935,
105387,Grenada,1935,
105388,Guadeloupe,1935,
105389,Guam,1935,
105390,Guatemala,1935,
105391,Guernsey,1935,
105392,Guinea,1935,
105393,Guinea-Bissau,1935,
105394,Guyana,1935,
105395,Haiti,1935,
105396,Holy See,1935,
105397,Honduras,1935,
105398,"Hong Kong, China",1935,
105399,Hungary,1935,
105400,Iceland,1935,
105401,India,1935,
105402,Indonesia,1935,
105403,Iran,1935,
105404,Iraq,1935,
105405,Ireland,1935,
105406,Isle of Man,1935,
105407,Israel,1935,
105408,Italy,1935,
105409,Jamaica,1935,
105410,Japan,1935,
105411,Jersey,1935,
105412,Jordan,1935,
105413,Kazakhstan,1935,
105414,Kenya,1935,
105415,Kiribati,1935,
105416,North Korea,1935,
105417,South Korea,1935,
105418,"United Korea (former)
",1935,
105419,Kosovo,1935,
105420,Kuwait,1935,
105421,Kyrgyz Republic,1935,
105422,Lao,1935,
105423,Latvia,1935,
105424,Lebanon,1935,
105425,Lesotho,1935,
105426,Liberia,1935,
105427,Libya,1935,
105428,Liechtenstein,1935,
105429,Lithuania,1935,
105430,Luxembourg,1935,
105431,"Macao, China",1935,
105432,"Macedonia, FYR",1935,
105433,Madagascar,1935,
105434,Malawi,1935,
105435,Malaysia,1935,
105436,Maldives,1935,
105437,Mali,1935,
105438,Malta,1935,
105439,Marshall Islands,1935,
105440,Martinique,1935,
105441,Mauritania,1935,
105442,Mauritius,1935,
105443,Mayotte,1935,
105444,Mexico,1935,
105445,"Micronesia, Fed. Sts.",1935,
105446,Moldova,1935,
105447,Monaco,1935,
105448,Mongolia,1935,
105449,Montenegro,1935,
105450,Montserrat,1935,
105451,Morocco,1935,
105452,Mozambique,1935,
105453,Myanmar,1935,
105454,Namibia,1935,
105455,Nauru,1935,
105456,Nepal,1935,
105457,Netherlands,1935,
105458,Netherlands Antilles,1935,
105459,New Caledonia,1935,
105460,New Zealand,1935,
105461,Ngorno-Karabakh,1935,
105462,Nicaragua,1935,
105463,Niger,1935,
105464,Nigeria,1935,
105465,Niue,1935,
105466,Norfolk Island,1935,
105467,Northern Cyprus,1935,
105468,Northern Mariana Islands,1935,
105469,Norway,1935,
105470,Oman,1935,
105471,Pakistan,1935,
105472,Palau,1935,
105473,Panama,1935,
105474,Papua New Guinea,1935,
105475,Paraguay,1935,
105476,Peru,1935,
105477,Philippines,1935,
105478,Pitcairn,1935,
105479,Poland,1935,
105480,Portugal,1935,
105481,Puerto Rico,1935,
105482,Qatar,1935,
105483,Reunion,1935,
105484,Romania,1935,
105485,Russia,1935,
105486,Rwanda,1935,
105487,St. Barthélemy,1935,
105488,St. Helena,1935,
105489,St. Kitts and Nevis,1935,
105490,St. Lucia,1935,
105491,St. Martin,1935,
105492,St. Vincent and the Grenadines,1935,
105493,St.-Pierre-et-Miquelon,1935,
105494,Samoa,1935,
105495,San Marino,1935,
105496,Sao Tome and Principe,1935,
105497,Saudi Arabia,1935,
105498,Senegal,1935,
105499,Serbia,1935,
105500,Serbia and Montenegro,1935,
105501,Serbia excluding Kosovo,1935,
105502,Seychelles,1935,
105503,Sierra Leone,1935,
105504,Singapore,1935,
105505,Slovak Republic,1935,
105506,Slovenia,1935,
105507,Solomon Islands,1935,
105508,Somalia,1935,
105509,Somaliland,1935,
105510,South Africa,1935,
105511,South Ossetia,1935,
105512,Spain,1935,
105513,Sri Lanka,1935,
105514,Sudan,1935,
105515,Suriname,1935,
105516,Svalbard,1935,
105517,Swaziland,1935,
105518,Sweden,1935,
105519,Switzerland,1935,
105520,Syria,1935,
105521,Taiwan,1935,
105522,Tajikistan,1935,
105523,Tanzania,1935,
105524,Thailand,1935,
105525,Timor-Leste,1935,
105526,Togo,1935,
105527,Tokelau,1935,
105528,Tonga,1935,
105529,Transnistria,1935,
105530,Trinidad and Tobago,1935,
105531,Tunisia,1935,
105532,Turkey,1935,
105533,Turkmenistan,1935,
105534,Turks and Caicos Islands,1935,
105535,Tuvalu,1935,
105536,Uganda,1935,
105537,Ukraine,1935,
105538,United Arab Emirates,1935,
105539,United Kingdom,1935,
105540,United States,1935,
105541,Uruguay,1935,
105542,USSR,1935,
105543,Uzbekistan,1935,
105544,Wallis et Futuna,1935,
105545,Vanuatu,1935,
105546,Venezuela,1935,
105547,West Bank and Gaza,1935,
105548,West Germany,1935,
105549,Western Sahara,1935,
105550,Vietnam,1935,
105551,Virgin Islands (U.S.),1935,
105552,North Yemen (former),1935,
105553,South Yemen (former),1935,
105554,Yemen,1935,
105555,Yugoslavia,1935,
105556,Zambia,1935,
105557,Zimbabwe,1935,
105558,Åland,1935,
105559,South Sudan,1935,
105560,Abkhazia,1935,
105561,Afghanistan,1935,26.83
105562,Akrotiri and Dhekelia,1935,
105563,Albania,1935,40.77
105564,Algeria,1935,32.6
105565,American Samoa,1935,
105566,Andorra,1935,
105567,Angola,1935,26.98
105568,Anguilla,1935,
105569,Antigua and Barbuda,1935,45.12
105570,Argentina,1935,54.3
105571,Armenia,1935,47.5
105572,Aruba,1935,46.01
105573,Australia,1935,65.15
105574,Austria,1935,57.67
105575,Azerbaijan,1935,42.67
105576,Bahamas,1935,46.77
105577,Bahrain,1935,30.3
105578,Bangladesh,1935,31.63
105579,Barbados,1935,43.71
105580,Belarus,1935,51.97
105581,Belgium,1935,60.01
105582,Belize,1935,40.93
105583,Benin,1935,31.0
105584,Bermuda,1935,
105585,Bhutan,1935,28.8
105586,Bolivia,1935,33.0
105587,Bosnia and Herzegovina,1935,43.26
105588,Botswana,1935,33.6
105589,Brazil,1935,34.32
105590,British Virgin Islands,1935,
105591,Brunei,1935,46.08
105592,Bulgaria,1935,50.8
105593,Burkina Faso,1935,29.2
105594,Burundi,1935,31.5
105595,Cambodia,1935,35.0
105596,Cameroon,1935,28.75
105597,Canada,1935,62.49
105598,Cape Verde,1935,33.8
105599,Cayman Islands,1935,
105600,Central African Republic,1935,30.0
105601,Chad,1935,30.9
105602,Channel Islands,1935,
105603,Chile,1935,38.94
105604,China,1935,35.8
105605,Christmas Island,1935,
105606,Cocos Island,1935,
105607,Colombia,1935,34.88
105608,Comoros,1935,32.1
105609,"Congo, Dem. Rep.",1935,31.6
105610,"Congo, Rep.",1935,32.7
105611,Cook Is,1935,
105612,Costa Rica,1935,44.55
105613,Cote d'Ivoire,1935,31.16
105614,Croatia,1935,48.18
105615,Cuba,1935,44.57
105616,Cyprus,1935,48.46
105617,Czech Republic,1935,57.62
105618,Czechoslovakia,1935,
105619,Denmark,1935,62.92
105620,Djibouti,1935,29.9
105621,Dominica,1935,
105622,Dominican Republic,1935,29.9
105623,East Germany,1935,
105624,Ecuador,1935,32.9
105625,Egypt,1935,33.2
105626,El Salvador,1935,32.34
105627,Equatorial Guinea,1935,29.8
105628,Eritrea,1935,30.2
105629,Eritrea and Ethiopia,1935,
105630,Estonia,1935,56.27
105631,Ethiopia,1935,27.5
105632,Faeroe Islands,1935,
105633,Falkland Is (Malvinas),1935,
105634,Fiji,1935,36.1
105635,Finland,1935,57.36
105636,France,1935,58.32
105637,French Guiana,1935,39.2
105638,French Polynesia,1935,33.6
105639,Gabon,1935,30.6
105640,Gambia,1935,28.8
105641,Georgia,1935,45.38
105642,Germany,1935,61.5
105643,Ghana,1935,33.25
105644,Gibraltar,1935,
105645,Greece,1935,51.88
105646,Greenland,1935,34.11
105647,Grenada,1935,46.55
105648,Guadeloupe,1935,39.24
105649,Guam,1935,38.95
105650,Guatemala,1935,26.56
105651,Guernsey,1935,
105652,Guinea,1935,30.9
105653,Guinea-Bissau,1935,33.69
105654,Guyana,1935,45.31
105655,Haiti,1935,29.0
105656,Holy See,1935,
105657,Honduras,1935,35.64
105658,"Hong Kong, China",1935,48.51
105659,Hungary,1935,53.61
105660,Iceland,1935,59.49
105661,India,1935,30.63
105662,Indonesia,1935,34.0
105663,Iran,1935,25.6
105664,Iraq,1935,31.2
105665,Ireland,1935,58.77
105666,Isle of Man,1935,
105667,Israel,1935,32.0
105668,Italy,1935,56.22
105669,Jamaica,1935,44.0
105670,Japan,1935,48.24
105671,Jersey,1935,
105672,Jordan,1935,31.7
105673,Kazakhstan,1935,39.71
105674,Kenya,1935,25.88
105675,Kiribati,1935,26.01
105676,North Korea,1935,39.46
105677,South Korea,1935,39.46
105678,"United Korea (former)
",1935,
105679,Kosovo,1935,
105680,Kuwait,1935,26.0
105681,Kyrgyz Republic,1935,37.45
105682,Lao,1935,31.9
105683,Latvia,1935,58.08
105684,Lebanon,1935,29.7
105685,Lesotho,1935,32.8
105686,Liberia,1935,31.1
105687,Libya,1935,33.1
105688,Liechtenstein,1935,
105689,Lithuania,1935,55.72
105690,Luxembourg,1935,59.1
105691,"Macao, China",1935,47.34
105692,"Macedonia, FYR",1935,44.02
105693,Madagascar,1935,30.5
105694,Malawi,1935,30.3
105695,Malaysia,1935,36.32
105696,Maldives,1935,32.65
105697,Mali,1935,26.41
105698,Malta,1935,58.48
105699,Marshall Islands,1935,
105700,Martinique,1935,41.74
105701,Mauritania,1935,32.0
105702,Mauritius,1935,36.13
105703,Mayotte,1935,32.5
105704,Mexico,1935,40.4
105705,"Micronesia, Fed. Sts.",1935,37.53
105706,Moldova,1935,42.19
105707,Monaco,1935,
105708,Mongolia,1935,31.8
105709,Montenegro,1935,47.29
105710,Montserrat,1935,
105711,Morocco,1935,33.1
105712,Mozambique,1935,30.28
105713,Myanmar,1935,30.8
105714,Namibia,1935,32.4
105715,Nauru,1935,
105716,Nepal,1935,32.8
105717,Netherlands,1935,66.54
105718,Netherlands Antilles,1935,45.99
105719,New Caledonia,1935,35.23
105720,New Zealand,1935,63.06
105721,Ngorno-Karabakh,1935,
105722,Nicaragua,1935,31.81
105723,Niger,1935,30.8
105724,Nigeria,1935,30.4
105725,Niue,1935,
105726,Norfolk Island,1935,
105727,Northern Cyprus,1935,
105728,Northern Mariana Islands,1935,
105729,Norway,1935,65.84
105730,Oman,1935,32.3
105731,Pakistan,1935,30.64
105732,Palau,1935,
105733,Panama,1935,39.15
105734,Papua New Guinea,1935,31.5
105735,Paraguay,1935,40.03
105736,Peru,1935,35.7
105737,Philippines,1935,37.9
105738,Pitcairn,1935,
105739,Poland,1935,51.75
105740,Portugal,1935,46.15
105741,Puerto Rico,1935,43.33
105742,Qatar,1935,30.8
105743,Reunion,1935,33.0
105744,Romania,1935,45.19
105745,Russia,1935,39.6
105746,Rwanda,1935,33.46
105747,St. Barthélemy,1935,
105748,St. Helena,1935,
105749,St. Kitts and Nevis,1935,
105750,St. Lucia,1935,39.59
105751,St. Martin,1935,
105752,St. Vincent and the Grenadines,1935,37.57
105753,St.-Pierre-et-Miquelon,1935,
105754,Samoa,1935,26.62
105755,San Marino,1935,
105756,Sao Tome and Principe,1935,31.0
105757,Saudi Arabia,1935,32.1
105758,Senegal,1935,25.9
105759,Serbia,1935,46.84
105760,Serbia and Montenegro,1935,
105761,Serbia excluding Kosovo,1935,
105762,Seychelles,1935,54.06
105763,Sierra Leone,1935,24.67
105764,Singapore,1935,46.19
105765,Slovak Republic,1935,52.26
105766,Slovenia,1935,50.53
105767,Solomon Islands,1935,26.3
105768,Somalia,1935,29.4
105769,Somaliland,1935,
105770,South Africa,1935,36.01
105771,South Ossetia,1935,
105772,Spain,1935,52.72
105773,Sri Lanka,1935,27.76
105774,Sudan,1935,31.4
105775,Suriname,1935,41.61
105776,Svalbard,1935,
105777,Swaziland,1935,32.3
105778,Sweden,1935,64.86
105779,Switzerland,1935,62.13
105780,Syria,1935,31.1
105781,Taiwan,1935,42.8
105782,Tajikistan,1935,37.74
105783,Tanzania,1935,32.2
105784,Thailand,1935,37.47
105785,Timor-Leste,1935,28.95
105786,Togo,1935,31.3
105787,Tokelau,1935,
105788,Tonga,1935,40.09
105789,Transnistria,1935,
105790,Trinidad and Tobago,1935,48.05
105791,Tunisia,1935,32.04
105792,Turkey,1935,35.31
105793,Turkmenistan,1935,35.96
105794,Turks and Caicos Islands,1935,
105795,Tuvalu,1935,
105796,Uganda,1935,25.9
105797,Ukraine,1935,49.6
105798,United Arab Emirates,1935,30.7
105799,United Kingdom,1935,62.05
105800,United States,1935,60.94
105801,Uruguay,1935,46.06
105802,USSR,1935,
105803,Uzbekistan,1935,40.43
105804,Wallis et Futuna,1935,
105805,Vanuatu,1935,25.33
105806,Venezuela,1935,33.73
105807,West Bank and Gaza,1935,32.1
105808,West Germany,1935,
105809,Western Sahara,1935,34.75
105810,Vietnam,1935,32.83
105811,Virgin Islands (U.S.),1935,44.99
105812,North Yemen (former),1935,
105813,South Yemen (former),1935,
105814,Yemen,1935,23.39
105815,Yugoslavia,1935,
105816,Zambia,1935,32.6
105817,Zimbabwe,1935,33.7
105818,Åland,1935,
105819,South Sudan,1935,26.67
105820,Abkhazia,1935,
105821,Afghanistan,1935,
105822,Akrotiri and Dhekelia,1935,
105823,Albania,1935,
105824,Algeria,1935,
105825,American Samoa,1935,
105826,Andorra,1935,
105827,Angola,1935,
105828,Anguilla,1935,
105829,Antigua and Barbuda,1935,
105830,Argentina,1935,
105831,Armenia,1935,
105832,Aruba,1935,
105833,Australia,1935,
105834,Austria,1935,
105835,Azerbaijan,1935,
105836,Bahamas,1935,
105837,Bahrain,1935,
105838,Bangladesh,1935,
105839,Barbados,1935,
105840,Belarus,1935,
105841,Belgium,1935,
105842,Belize,1935,
105843,Benin,1935,
105844,Bermuda,1935,
105845,Bhutan,1935,
105846,Bolivia,1935,
105847,Bosnia and Herzegovina,1935,
105848,Botswana,1935,
105849,Brazil,1935,
105850,British Virgin Islands,1935,
105851,Brunei,1935,
105852,Bulgaria,1935,
105853,Burkina Faso,1935,
105854,Burundi,1935,
105855,Cambodia,1935,
105856,Cameroon,1935,
105857,Canada,1935,
105858,Cape Verde,1935,
105859,Cayman Islands,1935,
105860,Central African Republic,1935,
105861,Chad,1935,
105862,Channel Islands,1935,
105863,Chile,1935,
105864,China,1935,
105865,Christmas Island,1935,
105866,Cocos Island,1935,
105867,Colombia,1935,
105868,Comoros,1935,
105869,"Congo, Dem. Rep.",1935,
105870,"Congo, Rep.",1935,
105871,Cook Is,1935,
105872,Costa Rica,1935,
105873,Cote d'Ivoire,1935,
105874,Croatia,1935,
105875,Cuba,1935,
105876,Cyprus,1935,
105877,Czech Republic,1935,
105878,Czechoslovakia,1935,
105879,Denmark,1935,
105880,Djibouti,1935,
105881,Dominica,1935,
105882,Dominican Republic,1935,
105883,East Germany,1935,
105884,Ecuador,1935,
105885,Egypt,1935,
105886,El Salvador,1935,
105887,Equatorial Guinea,1935,
105888,Eritrea,1935,
105889,Eritrea and Ethiopia,1935,
105890,Estonia,1935,
105891,Ethiopia,1935,
105892,Faeroe Islands,1935,
105893,Falkland Is (Malvinas),1935,
105894,Fiji,1935,
105895,Finland,1935,
105896,France,1935,
105897,French Guiana,1935,
105898,French Polynesia,1935,
105899,Gabon,1935,
105900,Gambia,1935,
105901,Georgia,1935,
105902,Germany,1935,
105903,Ghana,1935,
105904,Gibraltar,1935,
105905,Greece,1935,
105906,Greenland,1935,
105907,Grenada,1935,
105908,Guadeloupe,1935,
105909,Guam,1935,
105910,Guatemala,1935,
105911,Guernsey,1935,
105912,Guinea,1935,
105913,Guinea-Bissau,1935,
105914,Guyana,1935,
105915,Haiti,1935,
105916,Holy See,1935,
105917,Honduras,1935,
105918,"Hong Kong, China",1935,
105919,Hungary,1935,
105920,Iceland,1935,
105921,India,1935,
105922,Indonesia,1935,
105923,Iran,1935,
105924,Iraq,1935,
105925,Ireland,1935,
105926,Isle of Man,1935,
105927,Israel,1935,
105928,Italy,1935,
105929,Jamaica,1935,
105930,Japan,1935,
105931,Jersey,1935,
105932,Jordan,1935,
105933,Kazakhstan,1935,
105934,Kenya,1935,
105935,Kiribati,1935,
105936,North Korea,1935,
105937,South Korea,1935,
105938,"United Korea (former)
",1935,
105939,Kosovo,1935,
105940,Kuwait,1935,
105941,Kyrgyz Republic,1935,
105942,Lao,1935,
105943,Latvia,1935,
105944,Lebanon,1935,
105945,Lesotho,1935,
105946,Liberia,1935,
105947,Libya,1935,
105948,Liechtenstein,1935,
105949,Lithuania,1935,
105950,Luxembourg,1935,
105951,"Macao, China",1935,
105952,"Macedonia, FYR",1935,
105953,Madagascar,1935,
105954,Malawi,1935,
105955,Malaysia,1935,
105956,Maldives,1935,
105957,Mali,1935,
105958,Malta,1935,
105959,Marshall Islands,1935,
105960,Martinique,1935,
105961,Mauritania,1935,
105962,Mauritius,1935,
105963,Mayotte,1935,
105964,Mexico,1935,
105965,"Micronesia, Fed. Sts.",1935,
105966,Moldova,1935,
105967,Monaco,1935,
105968,Mongolia,1935,
105969,Montenegro,1935,
105970,Montserrat,1935,
105971,Morocco,1935,
105972,Mozambique,1935,
105973,Myanmar,1935,
105974,Namibia,1935,
105975,Nauru,1935,
105976,Nepal,1935,
105977,Netherlands,1935,
105978,Netherlands Antilles,1935,
105979,New Caledonia,1935,
105980,New Zealand,1935,
105981,Ngorno-Karabakh,1935,
105982,Nicaragua,1935,
105983,Niger,1935,
105984,Nigeria,1935,
105985,Niue,1935,
105986,Norfolk Island,1935,
105987,Northern Cyprus,1935,
105988,Northern Mariana Islands,1935,
105989,Norway,1935,
105990,Oman,1935,
105991,Pakistan,1935,
105992,Palau,1935,
105993,Panama,1935,
105994,Papua New Guinea,1935,
105995,Paraguay,1935,
105996,Peru,1935,
105997,Philippines,1935,
105998,Pitcairn,1935,
105999,Poland,1935,
106000,Portugal,1935,
106001,Puerto Rico,1935,
106002,Qatar,1935,
106003,Reunion,1935,
106004,Romania,1935,
106005,Russia,1935,
106006,Rwanda,1935,
106007,St. Barthélemy,1935,
106008,St. Helena,1935,
106009,St. Kitts and Nevis,1935,
106010,St. Lucia,1935,
106011,St. Martin,1935,
106012,St. Vincent and the Grenadines,1935,
106013,St.-Pierre-et-Miquelon,1935,
106014,Samoa,1935,
106015,San Marino,1935,
106016,Sao Tome and Principe,1935,
106017,Saudi Arabia,1935,
106018,Senegal,1935,
106019,Serbia,1935,
106020,Serbia and Montenegro,1935,
106021,Serbia excluding Kosovo,1935,
106022,Seychelles,1935,
106023,Sierra Leone,1935,
106024,Singapore,1935,
106025,Slovak Republic,1935,
106026,Slovenia,1935,
106027,Solomon Islands,1935,
106028,Somalia,1935,
106029,Somaliland,1935,
106030,South Africa,1935,
106031,South Ossetia,1935,
106032,Spain,1935,
106033,Sri Lanka,1935,
106034,Sudan,1935,
106035,Suriname,1935,
106036,Svalbard,1935,
106037,Swaziland,1935,
106038,Sweden,1935,
106039,Switzerland,1935,
106040,Syria,1935,
106041,Taiwan,1935,
106042,Tajikistan,1935,
106043,Tanzania,1935,
106044,Thailand,1935,
106045,Timor-Leste,1935,
106046,Togo,1935,
106047,Tokelau,1935,
106048,Tonga,1935,
106049,Transnistria,1935,
106050,Trinidad and Tobago,1935,
106051,Tunisia,1935,
106052,Turkey,1935,
106053,Turkmenistan,1935,
106054,Turks and Caicos Islands,1935,
106055,Tuvalu,1935,
106056,Uganda,1935,
106057,Ukraine,1935,
106058,United Arab Emirates,1935,
106059,United Kingdom,1935,
106060,United States,1935,
106061,Uruguay,1935,
106062,USSR,1935,
106063,Uzbekistan,1935,
106064,Wallis et Futuna,1935,
106065,Vanuatu,1935,
106066,Venezuela,1935,
106067,West Bank and Gaza,1935,
106068,West Germany,1935,
106069,Western Sahara,1935,
106070,Vietnam,1935,
106071,Virgin Islands (U.S.),1935,
106072,North Yemen (former),1935,
106073,South Yemen (former),1935,
106074,Yemen,1935,
106075,Yugoslavia,1935,
106076,Zambia,1935,
106077,Zimbabwe,1935,
106078,Åland,1935,
106079,South Sudan,1935,
106080,Abkhazia,1936,
106081,Afghanistan,1936,
106082,Akrotiri and Dhekelia,1936,
106083,Albania,1936,
106084,Algeria,1936,
106085,American Samoa,1936,
106086,Andorra,1936,
106087,Angola,1936,
106088,Anguilla,1936,
106089,Antigua and Barbuda,1936,
106090,Argentina,1936,
106091,Armenia,1936,
106092,Aruba,1936,
106093,Australia,1936,
106094,Austria,1936,
106095,Azerbaijan,1936,
106096,Bahamas,1936,
106097,Bahrain,1936,
106098,Bangladesh,1936,
106099,Barbados,1936,
106100,Belarus,1936,
106101,Belgium,1936,
106102,Belize,1936,
106103,Benin,1936,
106104,Bermuda,1936,
106105,Bhutan,1936,
106106,Bolivia,1936,
106107,Bosnia and Herzegovina,1936,
106108,Botswana,1936,
106109,Brazil,1936,
106110,British Virgin Islands,1936,
106111,Brunei,1936,
106112,Bulgaria,1936,
106113,Burkina Faso,1936,
106114,Burundi,1936,
106115,Cambodia,1936,
106116,Cameroon,1936,
106117,Canada,1936,
106118,Cape Verde,1936,
106119,Cayman Islands,1936,
106120,Central African Republic,1936,
106121,Chad,1936,
106122,Channel Islands,1936,
106123,Chile,1936,
106124,China,1936,
106125,Christmas Island,1936,
106126,Cocos Island,1936,
106127,Colombia,1936,
106128,Comoros,1936,
106129,"Congo, Dem. Rep.",1936,
106130,"Congo, Rep.",1936,
106131,Cook Is,1936,
106132,Costa Rica,1936,
106133,Cote d'Ivoire,1936,
106134,Croatia,1936,
106135,Cuba,1936,
106136,Cyprus,1936,
106137,Czech Republic,1936,
106138,Czechoslovakia,1936,
106139,Denmark,1936,
106140,Djibouti,1936,
106141,Dominica,1936,
106142,Dominican Republic,1936,
106143,East Germany,1936,
106144,Ecuador,1936,
106145,Egypt,1936,
106146,El Salvador,1936,
106147,Equatorial Guinea,1936,
106148,Eritrea,1936,
106149,Eritrea and Ethiopia,1936,
106150,Estonia,1936,
106151,Ethiopia,1936,
106152,Faeroe Islands,1936,
106153,Falkland Is (Malvinas),1936,
106154,Fiji,1936,
106155,Finland,1936,
106156,France,1936,
106157,French Guiana,1936,
106158,French Polynesia,1936,
106159,Gabon,1936,
106160,Gambia,1936,
106161,Georgia,1936,
106162,Germany,1936,
106163,Ghana,1936,
106164,Gibraltar,1936,
106165,Greece,1936,
106166,Greenland,1936,
106167,Grenada,1936,
106168,Guadeloupe,1936,
106169,Guam,1936,
106170,Guatemala,1936,
106171,Guernsey,1936,
106172,Guinea,1936,
106173,Guinea-Bissau,1936,
106174,Guyana,1936,
106175,Haiti,1936,
106176,Holy See,1936,
106177,Honduras,1936,
106178,"Hong Kong, China",1936,
106179,Hungary,1936,
106180,Iceland,1936,
106181,India,1936,
106182,Indonesia,1936,
106183,Iran,1936,
106184,Iraq,1936,
106185,Ireland,1936,
106186,Isle of Man,1936,
106187,Israel,1936,
106188,Italy,1936,
106189,Jamaica,1936,
106190,Japan,1936,
106191,Jersey,1936,
106192,Jordan,1936,
106193,Kazakhstan,1936,
106194,Kenya,1936,
106195,Kiribati,1936,
106196,North Korea,1936,
106197,South Korea,1936,
106198,"United Korea (former)
",1936,
106199,Kosovo,1936,
106200,Kuwait,1936,
106201,Kyrgyz Republic,1936,
106202,Lao,1936,
106203,Latvia,1936,
106204,Lebanon,1936,
106205,Lesotho,1936,
106206,Liberia,1936,
106207,Libya,1936,
106208,Liechtenstein,1936,
106209,Lithuania,1936,
106210,Luxembourg,1936,
106211,"Macao, China",1936,
106212,"Macedonia, FYR",1936,
106213,Madagascar,1936,
106214,Malawi,1936,
106215,Malaysia,1936,
106216,Maldives,1936,
106217,Mali,1936,
106218,Malta,1936,
106219,Marshall Islands,1936,
106220,Martinique,1936,
106221,Mauritania,1936,
106222,Mauritius,1936,
106223,Mayotte,1936,
106224,Mexico,1936,
106225,"Micronesia, Fed. Sts.",1936,
106226,Moldova,1936,
106227,Monaco,1936,
106228,Mongolia,1936,
106229,Montenegro,1936,
106230,Montserrat,1936,
106231,Morocco,1936,
106232,Mozambique,1936,
106233,Myanmar,1936,
106234,Namibia,1936,
106235,Nauru,1936,
106236,Nepal,1936,
106237,Netherlands,1936,
106238,Netherlands Antilles,1936,
106239,New Caledonia,1936,
106240,New Zealand,1936,
106241,Ngorno-Karabakh,1936,
106242,Nicaragua,1936,
106243,Niger,1936,
106244,Nigeria,1936,
106245,Niue,1936,
106246,Norfolk Island,1936,
106247,Northern Cyprus,1936,
106248,Northern Mariana Islands,1936,
106249,Norway,1936,
106250,Oman,1936,
106251,Pakistan,1936,
106252,Palau,1936,
106253,Panama,1936,
106254,Papua New Guinea,1936,
106255,Paraguay,1936,
106256,Peru,1936,
106257,Philippines,1936,
106258,Pitcairn,1936,
106259,Poland,1936,
106260,Portugal,1936,
106261,Puerto Rico,1936,
106262,Qatar,1936,
106263,Reunion,1936,
106264,Romania,1936,
106265,Russia,1936,
106266,Rwanda,1936,
106267,St. Barthélemy,1936,
106268,St. Helena,1936,
106269,St. Kitts and Nevis,1936,
106270,St. Lucia,1936,
106271,St. Martin,1936,
106272,St. Vincent and the Grenadines,1936,
106273,St.-Pierre-et-Miquelon,1936,
106274,Samoa,1936,
106275,San Marino,1936,
106276,Sao Tome and Principe,1936,
106277,Saudi Arabia,1936,
106278,Senegal,1936,
106279,Serbia,1936,
106280,Serbia and Montenegro,1936,
106281,Serbia excluding Kosovo,1936,
106282,Seychelles,1936,
106283,Sierra Leone,1936,
106284,Singapore,1936,
106285,Slovak Republic,1936,
106286,Slovenia,1936,
106287,Solomon Islands,1936,
